PN	ASSIGNEE	去標點符號	lower
7279294	"The United States of America as represented by the Secretary, Dept. of Health and Human Services, NIH"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryDeptofHealthandHumanServicesNIH	theunitedstatesofamericaasrepresentedbythesecretarydeptofhealthandhumanservicesnih
4382813	The United States of America as represented by the Secretary of	TheUnitedStatesofAmericaasrepresentedbytheSecretaryof	theunitedstatesofamericaasrepresentedbythesecretaryof
3975343	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4272398	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4277364	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4344857	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4390787	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4439488	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4647533	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4670384	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
4911952	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5118610	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5208150	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5215881	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5418031	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5420009	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5447844	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5552295	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5554238	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5702942	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5861216	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5908781	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6040063	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6146834	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6261790	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6312826	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6410223	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6465194	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6506885	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6596923	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6844159	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
7732579	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
7851170	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
7867704	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8123904	The United States of America as represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8445642	The United States of America as Represented by the Secretary of Agriculture	TheUnitedStatesofAmericaasRepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
10114019	THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF AGRICULTURE	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFAGRICULTURE	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5034315	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5183690	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5313821	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5340577	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5478557	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5756194	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
5888744	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
6919202	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
7262010	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
7465543	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8160819	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8367359	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8440447	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8617812	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8658386	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8852596	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8900824	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
8993229	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9023181	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9133519	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF AGRICULTURE"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFAGRICULTURE	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9145456	"The United States of America, as represented by The Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbyTheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9310368	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9513287	"The United States of America, as represented by The Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbyTheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9771393	"The United States of America, as represented by The Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbyTheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
9868940	"The United States of America, as represented by The Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbyTheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
10017538	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
10035841	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF AGRICULTURE"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFAGRICULTURE	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
10174378	"The United States of America, as represented by the Secretary of Agriculture"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryofagriculture
7892414	The United States of America as represented by the Secretary of Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofArmy	theunitedstatesofamericaasrepresentedbythesecretaryofarmy
5356756	The United States of America as represented by the Secretary of Commerce	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
5378332	The United States of America as represented by the Secretary of Commerce	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
5507962	The United States of America as represented by the Secretary of Commerce	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
5514501	The United States of America as represented by the Secretary of Commerce	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
6203680	The United States of America as represented by the Secretary of Commerce	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
6982028	The United States of America as represented by the Secretary of Commerce	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
5345213	"The United States of America, as represented by the Secretary of Commerce"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
9052448	"The United States of America, as represented by the Secretary of Commerce"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerce	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
9725752	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF COMMERCE"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFCOMMERCE	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
9921174	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF COMMERCE"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFCOMMERCE	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
10067050	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF COMMERCE"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFCOMMERCE	theunitedstatesofamericaasrepresentedbythesecretaryofcommerce
7718046	"The United States of America, as represented by the Secretary of Commerce, the National Institute of Standards & Technology"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommercetheNationalInstituteofStandards&Technology	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandards&technology
7628507	"The United States of America as represented by the Secretary of Commerce, The National Institute of Standards and Technology"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerceTheNationalInstituteofStandardsandTechnology	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandardsandtechnology
7985599	"The United States of America as represented by the Secretary of Commerce, The National Institute of Standards and Technology"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerceTheNationalInstituteofStandardsandTechnology	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandardsandtechnology
8337783	"The United States of America as represented by the Secretary of Commerce, The National Institute of Standards and Technology"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerceTheNationalInstituteofStandardsandTechnology	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandardsandtechnology
7981696	"The United States of America, as represented by the Secretary of Commerce, The National Institute of Standards and Technology"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofCommerceTheNationalInstituteofStandardsandTechnology	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandardsandtechnology
9101939	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF COMMERCE, THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFCOMMERCETHENATIONALINSTITUTEOFSTANDARDSANDTECHNOLOGY	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandardsandtechnology
9500610	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF COMMERCE, THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFCOMMERCETHENATIONALINSTITUTEOFSTANDARDSANDTECHNOLOGY	theunitedstatesofamericaasrepresentedbythesecretaryofcommercethenationalinstituteofstandardsandtechnology
8288122	The United States of America as Represented by the Secretary of Defense on behalf of the Armed Forces Institute of Pathology	TheUnitedStatesofAmericaasRepresentedbytheSecretaryofDefenseonbehalfoftheArmedForcesInstituteofPathology	theunitedstatesofamericaasrepresentedbythesecretaryofdefenseonbehalfofthearmedforcesinstituteofpathology
8481283	The United States of America as Represented by the Secretary of Defense on behalf of the Armed Forces Institute of Pathology	TheUnitedStatesofAmericaasRepresentedbytheSecretaryofDefenseonbehalfoftheArmedForcesInstituteofPathology	theunitedstatesofamericaasrepresentedbythesecretaryofdefenseonbehalfofthearmedforcesinstituteofpathology
10052382	The United States of America as Represented by the Secretary of Health (NIH)	TheUnitedStatesofAmericaasRepresentedbytheSecretaryofHealth(NIH)	theunitedstatesofamericaasrepresentedbythesecretaryofhealth(nih)
5707811	The United States of America as represented by the Secretary of Health and Human Services	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofHealthandHumanServices	theunitedstatesofamericaasrepresentedbythesecretaryofhealthandhumanservices
7459315	The United States of America as represented by the Secretary of Health and Human Services	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofHealthandHumanServices	theunitedstatesofamericaasrepresentedbythesecretaryofhealthandhumanservices
7854899	The United States of America as represented by the Secretary of Health and Human Services	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofHealthandHumanServices	theunitedstatesofamericaasrepresentedbythesecretaryofhealthandhumanservices
9441048	The United States of America as represented by the Secretary of Health and Human Services	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofHealthandHumanServices	theunitedstatesofamericaasrepresentedbythesecretaryofhealthandhumanservices
10035841	"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF HOMELAND SECURITY"	THEUNITEDSTATESOFAMERICAASREPRESENTEDBYTHESECRETARYOFHOMELANDSECURITY	theunitedstatesofamericaasrepresentedbythesecretaryofhomelandsecurity
5242800	The United States of America as represented by the Secretary of the	TheUnitedStatesofAmericaasrepresentedbytheSecretaryofthe	theunitedstatesofamericaasrepresentedbythesecretaryofthe
5766953	The United States of America as represented by the Secretary of the Agriculture	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAgriculture	theunitedstatesofamericaasrepresentedbythesecretaryoftheagriculture
4667504	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
5254861	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
5532493	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
5856108	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
5902728	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
6194731	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
6326196	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
6458231	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
6877964	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
6942747	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
7193037	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
8143597	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
8262978	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
8318438	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
8362435	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
8455184	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
8575069	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
9403112	The United States of America As Represented By The Secretary of the Air Force	TheUnitedStatesofAmericaAsRepresentedByTheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
10010508	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
10054521	The United States of America as represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
10202631	The United States of America as Represented by the Secretary of the Air Force	TheUnitedStatesofAmericaasRepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
9868911	"The United States of America, as represented by the Secretary of the Air Force"	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheAirForce	theunitedstatesofamericaasrepresentedbythesecretaryoftheairforce
4135131	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
4162500	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
4247815	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
4271389	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
4954320	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5055394	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5654144	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5716637	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5744902	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5763158	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5846753	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5918254	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
5958686	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6008329	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6058763	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6107098	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6124108	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6177266	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6214548	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6238866	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6245892	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6261771	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6389408	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6406862	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6406876	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6410056	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
6428122	The United States of America as represented by the Secretary of the Army	TheUnitedStatesofAmericaasrepresentedbytheSecretaryoftheArmy	theunitedstatesofamericaasrepresentedbythesecretaryofthearmy
