PN,ASSIGNEE,value
7122301,The Provost Fellows and Scholars of the College of the Holy and Undivided Trinity of Queen Elizabeth Near Dublin,3673
6194163,The Provost Fellows and Scholars of the College of the Holy and Undivided Trinity of Queen Elizabeth Near Dublin,20925
8263418,The Provost Fellows and Scholars of the College of the Holy and Undivided Trinity of Queen Elizabeth Near Dublin,25848
8337785,The Provost Fellows and Scholars of the College of the Holy and Undivided Trinity of Queen Elizabeth Near Dublin,28909
4431544,The Public Health Laboratory Service Board,1887
4431546,The Public Health Laboratory Service Board,1888
7741031,The Public Health Research Institute of the City of New York,22681
7385043,The Public Health Research Institute of the City of New York,18785
6103463,The Public Health Research Institute of the City of New York,19876
6322971,The Public Health Research Institute of the City of New York,22534
4062733,The Radiochemical Centre Limited,421
5212988,The Reagents of the University of California,8568
5270165,The Reagents of the University of California,9172
5645986,"Board of Reagents, The University of Texas System",14164
6183772,The Reagents of the University of California,20794
10024854,The Cleveland Clinic Foundation,29073
7332585,Fox Chase Cancer Center,1908
6872817,The Regents of the Univ. of California,2957
5252461,The Regents of the Univ. of California,8948
8524460,The Regents of the University,21719
5639423,The Regents of the University of Calfornia,14049
9700519,The Regents of the University of California,429
4234681,The Regents of the University of California,997
9494598,"Singulex, Inc.",1104
6778724,The Regents of the University of California,1148
7068874,The Regents of the University of California,1152
8454906,The Regents of the University of California,1349
8841116,The Regents of the University of California,1350
9644623,The Regents of the University of California,1351
9651039,The Regents of the University of California,1352
8007995,Bristol-Myers Squibb Co.,1404
7718409,The Regents of the University of California,1775
7955827,The Regents of the University of California,1776
4429008,The Regents of the University of California,1883
8329873,Fox Chase Cancer Center,1909
8580263,Fox Chase Cancer Center,1910
8940298,The Regents of the University of California,1911
8980258,Fox Chase Cancer Center,1912
9527919,The Regents of the University of California,1913
8828302,The Regents of the University of California,2151
9522820,The Regents of the University of California,2152
6586193,Genicon Sciences Corporation,2182
6770453,The Regents of the University of California,2230
4515736,The Regents of the University of California,2340
4531373,The Regents of the University of California,2373
8940142,The Regents of the University of California,2583
9766204,The Regents of the University of California,2587
6652808,"Nanotronics, Inc.",2764
4599305,The Regents of the University of California,2798
6500612,The Regents of the University of California,2952
6596479,The Regents of the University of California,2953
6607877,The Regents of the University of California,2954
6605453,The Regents of the University of California,3075
7510637,The Regents of the University of California,3076
8932447,The Regents of the University of California,3077
4665022,The Regents of the University of California,3105
6630006,The Regents of the University of California,3127
6911056,The Regents of the University of California,3128
6932845,The Regents of the University of California,3129
6951575,The Regents of the University of California,3130
7001438,The Regents of the University of California,3131
7015041,The Regents of the University of California,3132
4671288,The Regents of the University of California,3137
6592746,The Regents of the University of California,3140
6750311,MiniMed Inc.,3239
6766183,"Medtronic MiniMed, Inc.",3240
7842823,The Regents of the University of California,3494
8791258,The Regents of the University of California,3525
6589731,The Regents of the University of California,3625
6979543,The Regents of the University of California,3626
4775620,The Regents of the University of California,4096
4781798,The Regents of the University of California,4255
7998923,The Regents of the University of California,4363
8071359,The Regents of the University of California,4411
8071360,The Regents of the University of California,4412
8071361,The Regents of the University of California,4413
8288152,The Regents of the University of California,4415
8288153,The Regents of the University of California,4416
8639449,The Regents of the University of California,4418
9530928,The Regents of the University of California,4419
7803542,The Regents of the University of California,4808
8003374,The Regents of the University of California,4809
7497992,SRU Biosystems Inc.,5253
4882165,The Regents of the University of California,5338
6468657,The Regents of the University of California,5822
4942123,The Regents of the University of California,5872
9737247,"National Technology & Engineering Solutions of Sandia, LLC",6108
9743870,"National Technology & Engineering Solutions of Sandia, LLC",6109
9844339,The Regents of the University of California,6110
10136846,"National Technology & Engineering Solutions of Sandia, LLC",6111
7141373,Cedars-Sinai Medical Center,6279
9910955,The Regents of the University of California,6307
10089437,The Regents of the University of California,6314
6812005,"Illumina, Inc",6453
7879418,The Regents of the University of California,6710
9938589,Abbott Laboratories,7016
8308066,The Regents of the University of California,7053
8765484,The Regents of the University of California,7055
9181634,The Regents of the University of California,7056
9909985,The Regents of the University of California,7057
8034548,The Regents of the University of California,7062
7670792,The Regents of the University of California,7481
8323915,The Regents of the University of California,7482
9110083,The Regents of the University of California,7483
9488655,The Regents of the University of California,7484
5118606,The Regents of the University of California,7521
6420112,The Regents of the University of California,7735
6417506,Medical Research Council,7781
9823247,The Regents of the University of California,7860
10006911,The Regents of the University of California,7861
5162218,The Regents of the University of California,8011
7183065,The Regents of the University of California,8179
5189914,The Regents of the University of California,8260
5200334,The Regents of the University of California,8400
7267958,Rensselaer Polytechnic Institute,8401
7427497,Darpa,8402
7846747,Rensselaer Polytechnic Institute,8403
9217701,The Regents of the University of California,8426
9217702,The Regents of the University of California,8427
7262020,The Regents of the University of California,8487
7357913,The Regents of the University of California,8488
7449171,The Regents of the University of California,8489
8005623,The Regents of the University of California,8490
8084016,The Regents of the University of California,8491
8129335,The Regents of the University of California,8492
8401800,The Regents of the University of California,8494
8481478,The Regents of the University of California,8495
8663602,The Regents of the University of California,8496
8741589,The Regents of the University of California,8497
8849581,The Regents of the University of California,8498
8969287,The Regents of the University of California,8499
9037417,The Regents of the University of California,8500
9043159,The Regents of the University of California,8501
9134319,"KineMed, Inc.",8502
9720002,The Regents of the University of California,8503
9737260,GlaxoSmithKline LLC,8504
9778268,The Regents of the University of California,8505
6627396,The Regents of the University of California,8662
6893814,The Regents of the University of California,8663
6890740,The Regents of the University of California,8705
8094314,The Regents of the University of California,8723
8206638,The Regents of the University of California,9058
8318077,The Regents of the University of California,9059
7871456,The Regents of the University of California,9311
6921475,The Regents of the University of California,9556
7431888,The Regents of the University of California,9644
7001587,The Regents of the University of California,9919
6451529,The Regents of the University of California,10009
7407759,The Regents of the University of California,10010
6514697,The Regents of the University of California,10039
5376355,The Regents of the University of California,10368
6344330,The Regents of the University of California,10891
6344334,The Regents of the University of California,10892
7001727,The Regents of the University of California,10896
5436850,The Regents of the University of California,11128
6512981,The Regents of the University of California,11130
5438119,The Regents of the University of California,11159
5459040,The Regents of the University of California,11413
5472842,The Regents of the University of California,11638
7049424,The Regents of the University of California,11641
7267947,The Regents of the University of California,11642
7811986,The Hospital for Sick Children,11643
8101370,The Hospital for Sick Children,11644
8993251,The Hospital for Sick Children,11645
7139415,The Regents of the University of California,11647
8500982,The Regents of the University of California,11698
8679747,The Regents of the University of California,11702
10081835,The Regents of the University of California,11722
10202645,The Regents of the University of California,11725
10208342,The Regents of the University of California,11726
5482836,The Regents of the University of California,11821
6858148,The Regents of the University of California,11834
6785432,The Regents of the University of California,11866
7155076,The Regents of the University of California,11868
6576459,The Regents of the University of California,11885
10203307,The Regents of the University of California,12090
5506420,The Regents of the University of California,12143
5521079,The Regents of the University of California,12381
6432650,The Regents of the University of California,12647
7734420,The Regents of the University of California,12827
7869957,The Regents of the University of California,12828
7060507,The Regents of the University of California,13051
5578314,The Regents of the University of California,13104
9598281,The Regents of the University of California,13142
5582985,The Regents of the University of California,13168
5585646,The Regents of the University of California,13213
7445926,The Regents of the University of California,13221
6699713,The Regents of the University of California,13248
5591139,The Regents of the University of California,13275
8536133,"Lawrence Livermore National Security, LLC",13441
8457900,The Regents of the University of California,13547
5607741,Arch Development Corporation,13576
7811755,The Regents of the University of California,13649
7897684,The Regents of the University of California,13650
8669055,The Regents of the University of California,13651
8759444,The Regents of the University of California,13652
9371559,The Regents of the University of California,13653
10001473,The Regents of the University of California,13654
10001475,The Regents of the University of California,13655
5616465,The Regents of the University of California,13688
6852285,The Regents of the University of California,13701
6858423,The Regents of the University of California,13702
5631141,The Regents of the University of California,13878
6887384,The Regents of the University of California,13939
5633365,The Regents of the University of California,13940
5635351,The Regents of the University of California,13967
9708665,The Regents of the University of California,14003
6767515,The Regents of the University of California,14009
6899849,The Regents of the University of California,14010
9260688,The Regents of the University of California,14039
9969963,The Regents of the University of California,14043
5641862,The Regents of the University of California,14117
5643594,The Regents of the University of California,14121
5646039,The Regents of the University of California,14175
5661035,The Regents of the University of California,14390
5665539,The Regents of the University of California,14429
6423551,The Regents of the University of California,14553
6699723,The Regents of the University of California,14555
6927069,The Regents of the University of California,14558
7101718,The Regents of the University of California,14559
7314764,The Regents of the University of California,14564
5674713,The Regents of the University of California,14584
5674742,The Regents of the University of California,14588
6340566,The Regents of the University of California,14736
6383778,The Regents of the University of California,14786
5690894,The Regents of the University of California,14790
5695932,The Regents of the University of California,14833
6652833,The Regents of the University of California,14880
6818202,The Regents of the University of California,14881
5700673,The Regents of the University of California,14938
6582936,The Regents of the University of California,15457
8058056,The Regents of the University of California,15489
5747251,The Regents of the University of California,15519
7329742,The Regents of the University of California,15623
8105982,The Regents of the University of California,15625
5756351,The Regents of the University of California,15631
7905134,The Regents of the University of California,15750
8715436,The Regents of the University of California,15931
8906684,The Regents of the University of California,15933
6627177,The Regents of the University of California,15943
7470420,The Regents of the University of California,15946
5783387,The Regents of the University of California,16006
6426058,The Regents of the University of California,16049
6780320,The Regents of the University of California,16125
5795728,The Regents of the University of California,16147
5801021,The Regents of the University of California,16210
6358683,The Regents of the University of California,16211
5804728,The Regents of the University of California,16259
5830645,The Medical Research Council,16521
6465180,The Regents of the University of California,16522
6783944,The Regents of the University of California,16523
7470508,The Regents of the University of California,16524
5837196,Medical Research Council,16604
5840482,The Regents of the University of California,16705
7005274,MIGENIX Corp.,16712
5846533,The Regents of the University of California,16808
7150971,The Regents of the University of California,16831
5846740,The Regents of the University of California,16849
8227193,The Regents of the University of California,16898
5851769,The Regents of the University of California,16899
6959248,The Regents of the University of California,16943
5856097,The Regents of the University of California,16966
7259018,The Regents of the University of California,16982
7713744,The Regents of the University of California,16983
7851224,The Regents of the University of California,16984
5858186,The Regents of the University of California,16992
5861240,The Regents of the University of California,17057
6737279,The Regents of the University of California,17157
7236565,The Regents of the University of California,17235
8586369,The Regents of the University of California,17349
5876742,The Regents of the University of California,17356
5882496,The Regents of the University of California,17403
9133524,The Regents of the University of California,17416
5882944,The Regents of the University of California,17421
9250233,The Regents of the University of California,17439
5888730,The Regents of the University of California,17475
6905885,The Regents of the University of California,17787
5935798,The Regents of the University of California,17859
5938595,The Regents of the University of California,17868
7236888,The Regents of the University of California,18088
5968731,The Regents of the University of California,18221
7083951,The Regents of the University of California,18358
5982534,The Regents of the University of California,18445
5985217,The Regents of the University of California,18463
8551453,The Regents of the University of California,18531
7546210,The Regents of the University of California,18540
7949474,The Regents of the University of California,18542
8548745,The Regents of the University of California,18543
5994529,The Regents of the University of California,18637
7695954,The Regents of the University of California,18651
7951580,The Regents of the University of California,18652
8383378,The Regents of the University of California,18654
8748085,The Regents of the University of California,18657
6001556,The Regents of the University of California,18695
6001584,The Regents of the University of California,18702
7468426,The Regents of the University of California,18703
6002954,MiniMed Inc.,18709
6670438,The Regents of the University of California,18722
6004450,The Regents of the University of California,18724
9862987,Department of Veterans Affairs,18764
9994839,The Regents of the University of California,18765
6007989,"Board of Regents, The University of Texas System",18781
6008378,The Regents of the University of California,18799
10093986,The Regents of the University of California,18897
6020537,The Regents of the University of California,18972
6027879,The Regents of the University of California,19054
9499814,The Regents of the University of California,19059
7629437,The Regents of the University of California,19184
6044981,The Regents of the University of California,19244
8808992,Icahn School of Medicine at Mount Sinai,19265
6046014,The Regents of the University of California,19271
7795397,The Regents of the University of California,19272
7250304,The Regents of the University of California,19568
9848853,The Regents of the University of California,19761
9909098,The Regents of the University of California,19762
6103217,The Regents of the University of California,19869
7312046,The Regents of the University of California,19884
6696271,The Regents of the University of California,19891
6893837,The Regents of the University of California,19893
6107066,The Regents of the University of California,19932
8617798,The Regents of the University of California,19936
6110673,The Regents of the University of California,19963
6475732,The Regents of the University of California,19964
7898005,The Regents of the University of California,20083
8093628,The Regents of the University of California,20084
6132961,The Regents of the University of California,20176
6134944,The Regents of the University of California,20217
6140132,The Regents of the University of California,20286
9364831,The Regents of the University of California,20325
10071359,The Regents of the University of California,20329
10226768,The Regents of the University of California,20331
7146221,The Regents of the University of California,20354
6146103,The Regents of the University of California,20359
7964078,The Regents of the University of California,20362
6146593,Medical Research Council,20366
7898658,The Regents of the University of California,20393
6150176,The Regents of the University of California,20424
6156576,The Regents of the University of California,20495
6159444,The Regents of the University of California,20513
7097998,Mayo Foundation for Medical Education and Research,20537
9138700,The Regents of the University of California,20632
7499166,The Regents of the University of California,20679
6180135,The Regents of the University of California,20768
8501092,The Regents of the University of California,20899
9810685,The Regents of the University of California,20981
7179598,The Regents of the University of California,21027
6207392,The Regents of the University of California,21053
8889414,The Regents of the University of California,21057
6208415,The Regents of the University of California,21069
6210878,The Regents of the University of California,21079
6221623,The Regents of the University of California,21223
8771940,The Regents of the University of California,21293
7238475,The Regents of the University of California,21302
10105712,The Regents of the University of California,21592
6261775,The Regents of the University of California,21709
7960110,The Regents of the University of California,21710
10119170,The Regents of the University of California,21711
6261789,The Regents of the University of California,21717
6960443,The Regents of the University of California,21718
6261791,The Regents of the University of California,21721
6265165,The Regents of the University of California,21755
6268184,The Regents of the University of California,21835
8198254,The Regents of the University of California,21836
6270954,The Regents of the University of California,21853
6541195,The Regents of the University of California,21854
6277489,The Regents of the University of California,21945
6277563,The Regents of the University of California,21950
6280929,The Regents of the University of California,21997
6280933,The Regents of the University of California,22001
6284197,The Regents of the University of California,22029
6287766,The Regents of the University of California,22068
6291637,The Regents of the University of California,22156
9983210,The Regents of the University of California,22203
6294392,The Regents of the University of California,22207
6296673,The Regents of the University of California,22223
8685638,The Regents of the University of California,22228
6297059,The Regents of the University of California,22240
6300066,The Regents of the University of California,22259
6300108,The Regents of the University of California,22271
6562604,The Regents of the University of California,22272
6927049,The Regents of the University of California,22274
7655479,H. Lee Moffitt Cancer Center & Research Institute,22343
7175990,The Regents of the University of California,22392
6309886,The Regents of the University of California,22399
6319474,The Regents of the University of California,22502
6326148,The Regents of the University of California,22569
7537905,The Regents of the University of California,22570
6815176,The Regents of the University of California,22598
6329156,The Regents of the University of California,22612
9652587,The Regents of the University of California,22741
7903239,The Regents of the University of California,22793
6376196,The Regents of the University of California,22861
6777192,The Regents of the University of California,22862
9810683,The Regents of the University of California,22872
6387614,The Regents of the University of California,22915
6387671,The Regents of the University of California,22920
7612355,The Regents of the University of California,22921
8765459,The Regents of the University of California,22975
9416429,The Regents of the University of California,22976
6399215,The Regents of the University of California,22982
6403348,The Regents of the University of California,23003
6406853,The Regents of the University of California,23022
6867420,The Regents of the University of California,23203
9089498,The Regents of the University of California,23325
9744141,The Regents of the University of California,23326
6482619,The Regents of the University of California,23343
9645135,The Regents of the University of California,23347
10072297,The Regents of the University of California,23504
6538739,The Regents of the University of California,23649
7595195,The Regents of the University of California,23654
8206593,California Institute of Technology,23656
6541212,The Regents of the University of California,23665
7612019,The Regents of the University of California,23701
6558668,The Regents of the University of California,23758
8569468,The Regents of the University of California,23866
9297801,The Regents of the University of California,23867
10188769,California Institute of Technology,23889
6592764,The Regents of the University of California,23952
6596544,The Regents of the University of California,23991
9513226,The Regents of the University of California,24114
8394357,The Regents of the University of California,24122
8951503,The Regents of the University of California,24123
6627449,The Regents of the University of California,24135
9793477,The Regents of the University of California,24159
6640191,The Regents of the University of California,24235
7250775,The Regents of the University of California,24236
7335717,The Regents of the University of California,24348
9150598,"Librede, Inc.",24395
8263104,Northwestern University,24608
8202689,The Regents of the University of California,24822
7127146,Brigham Young University,25205
7149396,Brigham Young University,25206
7248771,Brigham Young University,25207
7444053,Brigham Young University,25208
6872533,The Regents of the University of California,25225
6893821,The Regents of the University of California,25318
9097676,Board of Trustees of the Leland Stanford Junior University,25337
6917428,The Regents of the University of California,25413
8778690,The Regents of the University of California,25587
9494505,The Regents of the University of California,25640
7018792,The Regents of the University of California,25704
7018850,The Regents of the University of California,25707
7052856,The Regents of the University of California,25818
9511115,The Regents of the University of California,25819
8685743,The Regents of the University of California,26010
9267891,Brigham Young University,26023
7144723,The Regents of the University of California,26083
8320650,"Lawrence Livermore National Security, LLC",26084
9528994,The Regents of the University of California,26198
7183388,The Regents of the University of California,26199
7229770,The Regents of the University of California,26322
8679771,The Regents of the University of California,26374
8270781,The Regents of the University of California,26377
8717569,The Regents of the University of California,26378
7265298,The Regents of the University of California,26409
9201043,The Regents of the University of California,26461
9719991,The Regents of the University of California,26462
9079189,The Regents of the University of California,26501
8940866,The Regents of the University of California,26603
9222119,The Regents of the University of California,26605
9733241,The Regents of the University of California,26606
7336989,The Regents of the University of California,26648
7355216,The Regents of the University of California,26694
8614572,The Regents of the University of California,26900
7429457,California Pacific Medical Center,26920
8030012,The Regents of the University of California,26921
7438792,The Regents of the University of California,26963
7451646,The Regents of the University of California,26990
9529001,The Regents of the University of California,27000
9557324,"Samsung Electronic Co., Ltd.",27018
9372149,Brigham Young University,27150
9746468,The Regents of the University of California,27197
9868991,The Regents of the University of California,27198
7527942,The Regents of the University of California,27216
7599059,The Regents of the University of California,27384
7604948,The Regents of the University of California,27402
10161007,The Regents of the University of California,27485
7648826,The Regents of the University of California,27510
8173602,The Regents of the University of California,27511
8685929,The Regents of the University of California,27512
10106480,BP Corporation North America Inc.,27570
10138193,BP Corporation North America Inc.,27571
8980073,The Regents of the University of California,27664
9333510,The Regents of the University of California,27713
7772192,The Regents of the University of California,27793
7776361,The Regents of the University of California,27796
8207120,The Regents of the University of California,27797
7807619,The Regents of the University of California,27882
8461298,The Regents of the University of California,27883
8519122,The Regents of the University of California,27884
8703936,The Regents of the University of California,27885
9410958,The Regents of the University of California,27886
8338532,The Regents of the University of California,27890
7901888,The Regents of the University of California,28092
7947491,The Regents of the University of California,28207
7972790,Merial,28282
8551703,The Regents of the University of California,28283
8022361,The Regents of the University of California,28401
8361732,INSERM,28465
8089625,The Regents of the University of California,28522
8093064,The Regents of the University of California,28527
8110673,The Regents of the University of California,28567
8151600,The Regents of the University of California,28622
9649632,The Regents of the University of California,28659
8372358,The Regents of the University of California,28700
8227187,The Regents of the University of California,28744
8257917,The Regents of the University of California,28780
8361932,The Regents of the University of California,28957
9145575,The Regents of the University of California,28958
8367359,The Regents of the University of California,28971
9012193,The Regents of the University of California,29004
8431558,The Regents of the University of California,29096
8440229,The Regents of the University of California,29106
9220685,The Regents of the University of California,29107
8445200,The Regents of the University of California,29113
8940491,The Regents of the University of California,29114
8951740,The Regents of the University of California,29115
8459295,The Regents of the University of California,29149
8492102,The Regents of the University of California,29185
8513001,The Regents of the University of California,29225
8525237,The Regents of the University of California,29244
9062353,The Regents of the University of California,29245
10149630,The Regents of the University of California,29248
10202584,The Regents of the University of California,29275
8609347,The Regents of the University of California,29353
9261505,The Regents of the University of California,29354
8796494,The Regents of the University of California,29592
9522864,The Regents of the University of California,29593
9360428,The Regents of the University of California,29667
9535247,The Regents of the University of California,29668
8950251,The Regents of the University of California,29760
9410204,The Regents of the University of California,29851
9803243,The Regents of the University of California,29852
10017821,The Regents of the University of California,29853
10047396,The Regents of the University of California,29854
10196690,The Regents of the University of California,29855
9125625,The Regents of the University of California,29937
9140697,The Regents of the University of California,29953
9913603,California Institute of Technology,30302
5303026,The Regents of the University of California Los Alamos National Laboratory,9441
6911309,The Regents of the University of Californnia,11663
6579463,The Regents of the University of Colorado,3704
6656568,The Regents of the University of Colorado,3705
6630121,The Regents of the University of Colorado,9061
7005262,Geron Corporation,11936
7285639,Geron Corporation,11940
7413864,Geron Corporation,11941
7914714,The Regents of the University of Colorado,20303
6653129,The Regents of the University of Colorado,24285
8455208,The Regents of the University of Colorado,26580
8287610,"The Regents of The University of Colorado, a body corporate",961
9315848,TECHNION RESEARCH & DEVELOPMENT FOUNDATION,4032
7354706,"The Regents of The University of Colorado, a body corporate",5213
8652778,"The Regents of The University of Colorado, a body corporate",5233
8080578,"The Regents of The University of Colorado, a body corporate",6486
8093286,"The Regents of The University of Colorado, a body corporate",6487
9939448,"The Regents of The University of Colorado, a body corporate",12672
8017321,"The Regents of The University of Colorado, a body corporate",19203
9119714,"The Regents of The University of Colorado, a body corporate",23154
9671327,"The Regents of The University of Colorado, a body corporate",26338
8961925,"The Regents of The University of Colorado, a body corporate",29773
9759731,"The Regents of The University of Colorado, a body corporate",29774
10222366,"The Regents of The University of Colorado, a body corporate",29775
9091701,"The Regents of The University of Colorado, a body corporate",29893
9372186,The Board of Trustees of the University of Illinois,30108
9980634,The Board of Trustees of the University of Illinois,30109
8357491,The Regents of the University of Michigan,1784
8906685,"3D Biomatrix, Inc.",1785
9878010,The Regents of the University of Michigan,2356
10093967,The Regents of the University of Michigan,6572
7378078,The Regents of the University of Michigan,7295
7125478,The Regents of the University of Michigan,8296
9303291,The Regents of the University of Michigan,8696
9926602,The Regents of the University of Michigan,8697
9938582,The Regents of the University of Michigan,8698
9957569,The Regents of the University of Michigan,8699
10041123,The Regents of the University of Michigan,8700
8846331,The Regents of the University of Michigan,8759
9068977,The Regents of the University of Michigan,8760
9816993,The Regents of the University of Michigan,8761
9983110,The Regents of the University of Michigan,8762
7491680,The Regents of the University of Michigan,9775
7544638,The Regents of the University of Michigan,9776
7838466,The Regents of the University of Michigan,9777
6426184,The Regents of the University of Michigan,10905
6379929,The Regents of the University of Michigan,11313
9719143,The Regents of the University of Michigan,11363
9732387,The Regents of the University of Michigan,11364
10167517,The Regents of the University of Michigan,11367
7521188,The Regents of the University of Michigan,11916
5545524,The Regents of the University of Michigan,12646
9365899,The Regents of the University of Michigan,12691
7723037,The Regents of the University of Michigan,12738
7807374,The Regents of the University of Michigan,12739
7066453,The Regents of the University of Michigan,13219
9658231,"Armune Biosciences, Inc.",13425
7367948,The Regents of the University of Michigan,13679
5693464,The Regents of the University of Michigan,14818
5703220,The Regents of the University of Michigan,15002
7540963,The Cleveland Clinic Foundation,15929
9403126,The Cleveland Clinic Foundation,15935
9802158,The Cleveland Clinic Foundation,15936
8945909,The Regents of the University of Michigan,16769
5972332,The Regents of the University of Michigan,18246
7729749,The Regents of the University of Michigan,18511
5998153,The Regents of the University of Michigan,18670
8187708,The Regents of the University of Michigan,18771
6048734,The Regents of the University of Michigan,19304
7537890,The Regents of the University of Michigan,19306
7993738,The Regents of the University of Michigan,19343
6117975,The Regents of the University of Michigan,20042
6130098,The Regents of the University of Michigan,20142
6136212,The Regents of the University of Michigan,20223
6143558,The Regents of the University of Michigan,20338
6197568,The Regents of the University of Michigan,20971
6271021,The Regents of the University of Michigan,21892
9084546,The Regents of the University of Michigan,22656
6331438,"Iowa State University Research Foundation, Inc.",22678
7504234,The Regents of the University of Michigan,22864
7362500,The Regents of the University of Michigan,23047
7332290,The Regents of the University of Michigan,23535
7291310,The Regents of the University of Michigan,23540
8901276,The Regents of the University of Michigan,24033
8617547,The Regents of the University of Michigan,24440
7344847,The Regents of the University of Michigan,24899
6899873,The Regents of the University of Michigan,25341
7639362,The Regents of the University of Michigan,25552
8573259,The Regents of the University of Michigan,25684
7046888,The Regents of the University of Michigan,25781
9868911,The Regents of the University of Michigan,26111
9244057,The Regents of the University of Michigan,26164
9469869,The Regents of the University of Michigan,26165
7195036,The Regents of the University of Michigan,26225
8694266,The Regents of the University of Michigan,26328
7323208,The Regents of the University of Michigan,26591
7387881,The Regents of the University of Michigan,26779
9347929,The Regents of the University of Michigan,27818
8498823,The Regents of the University of Michigan,29200
8623196,Michigan State University,29373
9151713,The Regents of the University of Michigan,29959
9110067,The Regents of the University of New Mexico,27920
9110068,The Regents of the University of New Mexico,27921
6653076,The Regents of the University of Washington,9918
7588887,The Regents of the University of Washington,9920
6579682,The Regents of University of California,10078
5510481,"The Regents, University of California",12181
6001387,The Reguents of the University of California,18694
6685956,The Research Foundation at State University of New York,11798
5931789,The Research Foundation City College of New York,17828
8076075,"The Research Foundation for Mental Hygiene, Inc.",28487
9632050,The Research Foundation for State University of New York,14863
9080942,The Research Foundation for State University of New York,29878
10193176,The Research Foundation for SUNY,27606
8831887,The Research Foundation for the State University of New York,8538
9829491,The Research Foundation for the State University of New York,10329
9556432,The Research Foundation for the State University of New York,12977
9260476,The Research Foundation for the State University of New York,16373
8758261,The Research Foundation for the State University of New York,16994
8828209,The Research Foundation for the State University of New York,23267
5413108,The Research Foundation of City College of New York,10755
6108576,The Research Foundation of City College of New York,19940
6560478,The Research Foundation of City University of New York,20433
6615068,The Research Foundation of CUNY,9444
6151522,The Research Foundation of CUNY,20432
7598087,The Research Foundation of State University of New York,69
8377717,The Research Foundation of State University of New York,70
8557182,The Research Foundation of State University of New York,71
4686190,The Research Foundation of State University of New York,3298
8859000,The Research Foundation of State University of New York,6625
6589797,The Research Foundation of State University of New York,7134
7008797,The Research Foundation of State University of New York,7135
5266309,The Research Foundation of State University of New York,9067
5283175,The Research Foundation of State University of New York,9304
6602989,The Research Foundation of State University of New York,11414
6689374,The Research Foundation of State University of New York,11799
7172765,The Research Foundation of State University of New York,11800
8231844,The Research Foundation of State University of New York,15999
5785953,The Research Foundation of State University of New York,16048
9150612,The Research Foundation of State University of New York,16372
8485983,The Research Foundation of State University of New York,16993
5871906,The Research Foundation of State University of New York,17278
8168120,The Research Foundation of State University of New York,19371
6670607,The Research Foundation of State University of New York,19765
6241966,The Research Foundation of State University of New York,21481
8367109,Brookhaven Science Associates,22865
8170665,The Research Foundation of State University of New York,25127
7776794,The Research Foundation of State University of New York,27806
8501097,The Research Foundation of State University of New York,29203
4946903,The Research Foundation of State University of NY,5903
10210306,"POPULATION BIO, INC.",7126
7006929,Matsushita Electric Industrial Co. Ltd.,19337
8173793,The Rockefeller University,1548
6391649,The Rockefeller University,2018
6642059,The Rockefeller University,2019
7320878,Aaron Diamond Aids Research Center,2399
4603106,The Rockefeller University,2808
4900747,The Rockefeller University,5584
5017696,The Rockefeller University,6591
5217864,The Rockefeller University,8611
5262152,Alteon Inc.,8997
5316754,The Rockefeller University,9651
5334617,Alteon Inc.,9906
5358960,Alteon Inc.,10207
7405052,The Rockefeller University,10299
7888046,The Rockefeller University,10303
8283126,The Rockefeller University,10305
9447454,The Rockefeller University,10754
7071315,The Rockefeller University,11669
5478724,The Rockefeller University,11788
5624804,The Rockefeller University,13807
5733730,The Rockefeller University,15334
5792664,Ciphergen Biosystems Inc.,16113
5928624,The Rockefeller University,17807
9404922,The Rockefeller University,17824
5942396,The Rockefeller University,17916
7939170,The Rockefeller University,18570
7951453,The Rockefeller University,18571
6228654,The Rockefeller University,21317
8404458,The Rockefeller University,22819
6446010,The Rockefeller University,23180
9359636,The Rockefeller University,27499
8394588,The Rockefeller University,29015
9005893,The Rockefeller University,29016
9731010,Contrafect Corporation,29802
6139831,The Rockefeller University,20262
9005579,Contrafect Corporation,29801
5700694,The Rowett Research Institute,14940
8384033,The Royal Institute for the Advancement of Learning/McGill University,15026
5084350,The Royal Institution for the Advance of Learning (McGill University),7199
9481945,THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIVERSITY,4795
8263986,THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIVERSITY,28793
10093971,THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING / MCGILL UNIVERSITY,30280
8345253,The Royal Institution for the Advancement of Learning/McGill University and Her Majesty the Queen in Right of Canada,25623
6664055,The Salk Institute,19634
4033722,The Salk Institute for Biological Studies,278
7510637,The Regents of the University of California,3076
5071773,The Salk Institute for Biological Studies,7061
5202257,The Salk Institute for Biological Studies,8416
5217867,The Salk Institute for Biological Studies,8614
5262300,The Salk Institute for Biological Studies,9002
5298429,The Salk Institute for Biological Studies,9417
5364760,The Salk Institute for Biological Studies,10243
5529898,Duke University,12482
5739291,The Salk Institute for Biological Studies,15442
5851760,The Salk Institute for Biological Studies,16897
5906920,The Salk Institute for Biological Studies,17633
7214482,The Salk Institute for Biological Studies,26274
7972782,The Salk Institute for Biological Studies,26275
4957858,The Salk Instute for Biological Studies,5978
5015588,"The Samuel Roberts Noble Foundation, Inc.",6580
9968901,The Scripps Research Institute,6310
